,activation,alpha,batch_size,estimator,hidden_layer_sizes1,hidden_layer_sizes2,max_iter,solver
38,2,0.003962233272460928,104.0,0,91.0,40.0,3324.0,1
39,0,0.005539513375077947,136.0,0,87.0,31.0,3719.0,1
40,2,0.007007621213301002,50.0,0,54.0,50.0,2616.0,1
41,0,0.0029812829498400617,52.0,0,70.0,37.0,3026.0,1
42,2,0.0011034415229289234,90.0,0,53.0,31.0,3482.0,1
43,0,0.0032930527588244793,114.0,0,93.0,50.0,4344.0,1
44,2,0.0026141877739123175,66.0,0,99.0,49.0,2896.0,1
45,0,0.009443850792390436,58.0,0,85.0,32.0,3554.0,1
46,2,0.008136737185416023,63.0,0,81.0,39.0,3459.0,1
47,2,0.001680514198024838,84.0,0,53.0,44.0,4987.0,1
48,0,0.004468808372695692,99.0,0,80.0,46.0,4969.0,1
49,0,0.0029075276150639043,91.0,0,81.0,41.0,3114.0,1
50,0,0.00941935812597989,117.0,0,94.0,44.0,2983.0,1
51,2,0.008350743044749535,111.0,0,68.0,31.0,4303.0,1
52,0,0.00931823262478572,52.0,0,84.0,30.0,2690.0,1
53,2,0.007693897443409725,67.0,0,86.0,39.0,4094.0,1
54,0,0.009175912319380973,130.0,0,51.0,41.0,3653.0,1
55,2,0.005767500624970111,105.0,0,88.0,38.0,3095.0,1
56,0,0.0033007687322983738,107.0,0,80.0,32.0,4051.0,1
57,0,0.009163158249694683,98.0,0,94.0,38.0,4033.0,1
58,2,0.009642618430015978,61.0,0,82.0,50.0,3371.0,1
59,2,0.003296897451879042,77.0,0,72.0,40.0,4146.0,1
60,2,0.006258552161879756,56.0,0,80.0,37.0,2534.0,1
61,2,0.004228349350683157,109.0,0,94.0,34.0,2979.0,1
62,0,0.006840497652114444,113.0,0,70.0,39.0,3644.0,1
63,0,0.0073428534792760024,129.0,0,70.0,37.0,4157.0,1
64,0,0.0017878128845534975,78.0,0,66.0,41.0,2804.0,1
65,0,0.00917868865478488,96.0,0,57.0,32.0,3766.0,1
66,2,0.0031969863029638534,60.0,0,71.0,50.0,4616.0,1
67,0,0.0033324012061595218,125.0,0,80.0,45.0,2767.0,1
68,2,0.0044164144464547295,103.0,0,70.0,37.0,3012.0,1
69,0,0.009046575661408,95.0,0,97.0,43.0,3011.0,1
70,0,0.0067137415060947005,69.0,0,88.0,36.0,2516.0,1
71,2,0.0046363452666768785,140.0,0,51.0,31.0,3687.0,1
72,0,0.007190865845618292,92.0,0,79.0,43.0,2716.0,1
73,0,0.009875333772307433,108.0,0,65.0,36.0,3406.0,1
74,2,0.004379928589245255,58.0,0,77.0,39.0,4145.0,1
75,0,0.006938230045411858,124.0,0,81.0,46.0,3503.0,1
76,0,0.007735123826572314,136.0,0,51.0,33.0,4863.0,1
77,0,0.005758860715938661,69.0,0,62.0,49.0,3495.0,1
78,0,0.004973978512765019,108.0,0,94.0,49.0,2756.0,1
79,2,0.006903556253396605,50.0,0,64.0,50.0,4931.0,1
80,0,0.008189585464158265,68.0,0,60.0,33.0,3149.0,1
81,0,0.00428115647225898,107.0,0,82.0,48.0,4019.0,1
82,2,0.0026114196821519905,128.0,0,80.0,42.0,4532.0,1
83,0,0.009671105591730072,67.0,0,91.0,30.0,3495.0,1
84,2,0.0017506692131745243,105.0,0,84.0,33.0,4735.0,1
85,0,0.003528372369143153,64.0,0,74.0,42.0,4640.0,1
86,0,0.005009428458501638,111.0,0,100.0,38.0,2939.0,1
87,2,0.005794113746708775,137.0,0,54.0,34.0,3203.0,1
88,0,0.005423940844542348,96.0,0,61.0,32.0,4143.0,1
89,0,0.001783377990518739,89.0,0,86.0,34.0,3865.0,1
90,0,0.004845087971374808,54.0,0,69.0,34.0,2901.0,1
91,2,0.0021299757947074046,78.0,0,72.0,37.0,3678.0,1
92,0,0.0016231280412535762,59.0,0,80.0,36.0,4999.0,1
93,0,0.008764234492824194,102.0,0,99.0,48.0,3988.0,1
94,0,0.003594864307091327,82.0,0,76.0,35.0,3752.0,1
95,0,0.0066422823911365435,113.0,0,74.0,45.0,3093.0,1
96,0,0.008213054974930176,53.0,0,71.0,42.0,3458.0,1
97,0,0.003710881403050513,52.0,0,87.0,32.0,4564.0,1
98,0,0.0054569910707961255,123.0,0,78.0,38.0,3929.0,1
99,0,0.0037122262948234563,101.0,0,75.0,42.0,3143.0,1
100,0,0.009587238297587588,136.0,0,57.0,35.0,4132.0,1
101,0,0.004609835927424601,90.0,0,61.0,36.0,3210.0,1
102,0,0.006321279004141837,83.0,0,83.0,30.0,3748.0,1
103,2,0.004047390721837716,107.0,0,50.0,38.0,3014.0,1
104,0,0.00749621352810375,121.0,0,63.0,41.0,3815.0,1
105,0,0.009868118128975516,100.0,0,91.0,45.0,2519.0,1
106,2,0.003984929528816663,96.0,0,92.0,39.0,3604.0,1
107,0,0.001988008932734002,90.0,0,50.0,42.0,2637.0,1
108,0,0.006508370397669706,57.0,0,61.0,42.0,3858.0,1
109,2,0.002498824230137372,101.0,0,89.0,44.0,4385.0,1
110,0,0.0033210297136072563,113.0,0,50.0,36.0,3462.0,1
111,2,0.009975179731637723,86.0,0,82.0,45.0,3978.0,1
112,0,0.001610134277281857,150.0,0,88.0,38.0,4059.0,1
113,1,0.0035743795965788375,78.0,0,67.0,41.0,4725.0,1
114,0,0.0029746860477445425,67.0,0,91.0,34.0,3877.0,1
115,0,0.00627215845668211,78.0,0,87.0,33.0,3996.0,1
116,0,0.006315493586083485,118.0,0,85.0,35.0,3194.0,1
117,0,0.0017056059465715419,104.0,0,68.0,41.0,3589.0,1
118,0,0.004598847657795543,114.0,0,83.0,36.0,2536.0,1
119,0,0.006864043700750938,61.0,0,72.0,44.0,4946.0,1
120,2,0.003568418057756159,98.0,0,72.0,35.0,4873.0,1
121,0,0.00709381440656065,77.0,0,69.0,37.0,4133.0,1
122,2,0.009025600708945826,77.0,0,52.0,36.0,2970.0,1
123,0,0.007177514426408494,57.0,0,77.0,48.0,4427.0,1
124,2,0.007995339761970383,118.0,0,52.0,49.0,3407.0,1
125,0,0.00872517534674197,139.0,0,52.0,38.0,3329.0,1
126,2,0.0031094271501194946,57.0,0,77.0,32.0,4873.0,1
127,0,0.009270016179979608,118.0,0,76.0,47.0,2749.0,1
128,2,0.008205032242278441,76.0,0,98.0,36.0,3445.0,1
129,0,0.004840818426764015,66.0,0,54.0,42.0,3054.0,1
130,0,0.0023695323191916928,129.0,0,93.0,47.0,3430.0,1
131,2,0.007806030478845077,130.0,0,56.0,30.0,3406.0,0
132,2,0.002180569705066157,133.0,0,84.0,33.0,3207.0,1
133,0,0.0023872489140357926,141.0,0,70.0,35.0,3428.0,1
134,2,0.007059464194867639,50.0,0,62.0,32.0,2545.0,1
135,0,0.0035453990601530807,104.0,0,98.0,39.0,4053.0,1
136,0,0.007908214226899378,82.0,0,66.0,42.0,3224.0,1
137,0,0.006961637985863156,75.0,0,96.0,41.0,2778.0,1
138,2,0.0033937208590019527,123.0,0,85.0,35.0,3711.0,1
139,0,0.006695383024188574,89.0,0,66.0,36.0,4461.0,1
140,0,0.0028113106203755006,70.0,0,98.0,31.0,3801.0,1
141,0,0.00455681079473243,54.0,0,98.0,47.0,4996.0,1
142,2,0.007686392257253238,67.0,0,84.0,48.0,3123.0,1
143,2,0.00882171941866251,62.0,0,57.0,46.0,4546.0,1
144,0,0.0025659334069083207,76.0,0,90.0,44.0,4005.0,1
145,0,0.009207663011372495,106.0,0,90.0,36.0,2865.0,1
146,0,0.004502964176179172,117.0,0,80.0,35.0,3896.0,1
147,0,0.0033227442255743703,69.0,0,100.0,44.0,4019.0,1
148,0,0.003819667301526713,69.0,0,82.0,45.0,3286.0,1
149,0,0.004622135644179481,111.0,0,83.0,49.0,4164.0,1
150,0,0.007261304634226552,59.0,0,55.0,49.0,4722.0,1
151,2,0.009647330305456439,82.0,0,78.0,40.0,3116.0,1
152,2,0.008261960485302831,114.0,0,77.0,32.0,3937.0,1
153,0,0.006456264678793366,109.0,0,82.0,47.0,4149.0,1
154,0,0.006985389319373422,124.0,0,89.0,42.0,3814.0,1
155,0,0.003837735543942288,93.0,0,84.0,44.0,3636.0,1
156,0,0.009018420865810945,55.0,0,70.0,36.0,3127.0,1
157,2,0.003607514873505252,107.0,0,87.0,36.0,3781.0,1
158,2,0.008080276205073287,50.0,0,73.0,39.0,2756.0,1
159,2,0.00877365025859171,126.0,0,86.0,34.0,3955.0,1
160,2,0.003675017928376723,124.0,0,93.0,45.0,3288.0,1
161,0,0.003736088467529706,141.0,0,50.0,50.0,3776.0,1
162,0,0.008866296948125778,51.0,0,89.0,40.0,3057.0,1
163,0,0.00626314115443308,109.0,0,72.0,40.0,3810.0,1
164,0,0.002412150734851519,129.0,0,58.0,39.0,4814.0,1
165,0,0.006360343567106549,109.0,0,75.0,37.0,4303.0,1
166,0,0.007486166860842288,78.0,0,87.0,41.0,4452.0,1
167,0,0.008026001493667693,68.0,0,58.0,39.0,4947.0,1
168,0,0.003036684157632793,122.0,0,100.0,38.0,4516.0,1
169,0,0.007663230577035005,122.0,0,91.0,38.0,4182.0,1
170,0,0.008127187277127523,71.0,0,94.0,38.0,3525.0,1
171,2,0.005431743551581763,55.0,0,85.0,37.0,3986.0,1
172,0,0.008749391382114568,127.0,0,76.0,32.0,3988.0,1
173,0,0.003362785271565754,78.0,0,93.0,41.0,4530.0,1
174,0,0.0050004021666636275,52.0,0,60.0,33.0,2670.0,1
175,0,0.00826129138180707,131.0,0,82.0,32.0,4676.0,1
176,2,0.0067597784762184095,66.0,0,89.0,45.0,2531.0,1
177,0,0.004903270051149194,71.0,0,92.0,43.0,3206.0,1
178,0,0.004594276576189448,81.0,0,63.0,36.0,2965.0,1
179,2,0.004704726499070882,139.0,0,53.0,45.0,4563.0,1
180,0,0.001803007725794794,82.0,0,98.0,36.0,4817.0,1
181,2,0.0037712942336314845,139.0,0,54.0,40.0,3872.0,1
182,2,0.00607041097828569,64.0,0,84.0,42.0,3333.0,1
183,0,0.0037368078293429944,132.0,0,74.0,37.0,4618.0,1
184,0,0.002668581998363389,54.0,0,50.0,44.0,2767.0,1
185,0,0.006373785154785001,83.0,0,54.0,40.0,4001.0,1
186,0,0.0012375129278446037,89.0,0,65.0,46.0,3629.0,1
187,2,0.0010160323492251074,63.0,0,65.0,39.0,4721.0,1
188,0,0.0010171789612963675,109.0,0,70.0,37.0,3904.0,1
189,0,0.0021883096165614224,58.0,0,73.0,30.0,2552.0,1
190,0,0.003761780391235507,96.0,0,77.0,36.0,4001.0,1
191,0,0.0010385690640449317,89.0,0,51.0,45.0,3060.0,1
192,0,0.006460354833322203,101.0,0,88.0,30.0,4104.0,1
193,0,0.00733774140511443,129.0,0,56.0,33.0,3620.0,1
194,0,0.0036542992555254512,61.0,0,80.0,38.0,3056.0,1
195,0,0.004530064370264901,94.0,0,79.0,36.0,3876.0,1
196,2,0.003952840827098985,89.0,0,59.0,47.0,3978.0,1
197,0,0.007600602005570249,124.0,0,70.0,44.0,4020.0,1
198,1,0.009626291523211206,56.0,0,79.0,30.0,4345.0,1
199,2,0.006338304744695043,69.0,0,74.0,31.0,2603.0,1
200,0,0.006490045822890702,100.0,0,77.0,37.0,3833.0,1
201,2,0.004511433224643171,118.0,0,85.0,45.0,4606.0,1
202,0,0.008431679879154176,101.0,0,70.0,37.0,4872.0,1
203,2,0.007676800926946075,111.0,0,60.0,50.0,4987.0,1
204,0,0.004331212386532734,77.0,0,75.0,43.0,3767.0,1
205,0,0.008663630803477276,59.0,0,55.0,48.0,3489.0,1
206,0,0.0020780623899842917,50.0,0,90.0,47.0,3245.0,1
207,2,0.0019034550657896863,145.0,0,73.0,46.0,2915.0,1
208,0,0.008369741021192527,107.0,0,100.0,44.0,3899.0,1
209,0,0.003067202787670316,109.0,0,62.0,46.0,3847.0,1
210,2,0.006426148637207739,106.0,0,67.0,44.0,4991.0,1
211,0,0.004645957767885874,66.0,0,91.0,46.0,2911.0,1
212,0,0.005985517867271755,110.0,0,62.0,42.0,4641.0,1
213,0,0.0060431813908856016,83.0,0,74.0,38.0,3973.0,1
214,2,0.0024616776805752383,91.0,0,64.0,40.0,3776.0,1
215,2,0.001379098509317459,56.0,0,60.0,34.0,3694.0,1
216,0,0.003991474397932163,128.0,0,75.0,37.0,4769.0,1
217,0,0.007446924933219665,121.0,0,84.0,43.0,3095.0,1
218,0,0.00935197311165451,66.0,0,77.0,33.0,3148.0,1
219,0,0.007355892111708616,139.0,0,100.0,33.0,4093.0,1
220,0,0.008854442078550174,110.0,0,84.0,33.0,2620.0,1
221,2,0.00567475508850488,87.0,0,58.0,36.0,4214.0,1
222,0,0.001447991234079391,120.0,0,61.0,45.0,4288.0,1
223,2,0.005014770816377348,95.0,0,57.0,45.0,3948.0,1
224,0,0.004977569706402547,68.0,0,70.0,43.0,4352.0,1
225,0,0.004600736838970413,121.0,0,86.0,41.0,3288.0,1
226,0,0.008621846530566,108.0,0,51.0,33.0,3895.0,1
227,0,0.003924789144764625,84.0,0,93.0,42.0,3599.0,1
228,0,0.005103561868181489,99.0,0,82.0,39.0,3147.0,1
229,2,0.008921801705527034,95.0,0,71.0,31.0,3483.0,1
230,2,0.009979460938732813,50.0,0,57.0,46.0,4631.0,1
231,0,0.007921350412484821,100.0,0,90.0,46.0,3516.0,1
232,0,0.0035398897641002553,103.0,0,79.0,39.0,3831.0,1
233,0,0.009173019268828946,102.0,0,62.0,44.0,3261.0,1
234,0,0.00486591589642203,59.0,0,66.0,44.0,2934.0,1
235,2,0.005864058429645192,136.0,0,64.0,42.0,3491.0,1
236,2,0.005393647979216669,105.0,0,87.0,37.0,3770.0,1
237,0,0.005102752512095087,86.0,0,100.0,49.0,4811.0,1
238,2,0.005296907256324524,106.0,0,98.0,33.0,3368.0,1
239,0,0.0032555027816955785,95.0,0,81.0,41.0,3240.0,1
240,0,0.006660798697711974,68.0,0,70.0,34.0,2657.0,1
241,0,0.0018269728164287237,54.0,0,68.0,39.0,3805.0,1
242,0,0.003481261293204888,139.0,0,71.0,42.0,3730.0,1
243,2,0.009994421631878844,85.0,0,85.0,46.0,4256.0,1
244,0,0.004635016679585787,115.0,0,82.0,40.0,4632.0,1
245,0,0.0064098162029519856,57.0,0,60.0,31.0,3022.0,1
246,2,0.007558529485093659,51.0,0,91.0,42.0,4963.0,1
247,0,0.002953675133572053,130.0,0,85.0,39.0,3709.0,1
248,0,0.006624279094141046,102.0,0,68.0,38.0,4057.0,1
249,2,0.001061610519148864,67.0,0,69.0,37.0,3067.0,1
250,0,0.003781891928284134,114.0,0,60.0,34.0,3613.0,1
251,0,0.009513531820736072,101.0,0,81.0,42.0,2755.0,1
252,0,0.002505439157038899,99.0,0,66.0,44.0,4159.0,1
253,0,0.00849466165500571,142.0,0,57.0,46.0,2510.0,1
254,2,0.004353737671382677,79.0,0,90.0,37.0,4159.0,1
255,2,0.0013283257516424497,102.0,0,74.0,39.0,4154.0,1
256,0,0.005609379494901905,52.0,0,74.0,31.0,2762.0,1
257,0,0.00546526543943597,57.0,0,83.0,42.0,3028.0,1
258,2,0.003087598423868051,136.0,0,65.0,39.0,3491.0,1
259,0,0.0011437009849167793,78.0,0,75.0,50.0,3661.0,1
260,0,0.0018944983444284383,60.0,0,69.0,48.0,4319.0,1
261,0,0.005240539333028236,64.0,0,82.0,45.0,3997.0,1
262,0,0.005358085647421483,78.0,0,72.0,41.0,3711.0,1
263,0,0.006929198997338025,104.0,0,84.0,49.0,2915.0,1
264,2,0.0052341991401078794,57.0,0,54.0,49.0,3664.0,1
265,0,0.00829875664026119,124.0,0,55.0,33.0,4041.0,1
266,0,0.005702473137801123,117.0,0,52.0,30.0,3200.0,1
267,0,0.009234616739515459,116.0,0,90.0,36.0,2623.0,1
268,2,0.009714943687728662,95.0,0,61.0,32.0,4469.0,1
269,2,0.0034059337247829887,109.0,0,71.0,42.0,3486.0,1
270,0,0.006678718057487137,83.0,0,50.0,49.0,3993.0,1
271,0,0.007417372650672568,123.0,0,96.0,43.0,2688.0,1
272,0,0.009397529552190885,110.0,0,76.0,49.0,4417.0,1
273,0,0.00147715262737641,126.0,0,70.0,34.0,4072.0,1
274,0,0.006704397432835613,110.0,0,90.0,41.0,2923.0,1
275,0,0.0038850787632919324,87.0,0,52.0,40.0,4072.0,1
276,2,0.009142796711025799,69.0,0,78.0,35.0,3468.0,1
277,2,0.009999113144725093,60.0,0,95.0,33.0,3962.0,1
278,2,0.005690609847390178,84.0,0,60.0,50.0,3186.0,1
279,0,0.008598097021705175,132.0,0,92.0,45.0,3976.0,1
280,0,0.0027425733041008147,97.0,0,71.0,42.0,4819.0,1
281,0,0.005918941682760375,87.0,0,98.0,34.0,4568.0,1
282,2,0.0012933132496322835,105.0,0,78.0,34.0,2768.0,1
283,2,0.0026399758107109013,68.0,0,100.0,31.0,4012.0,1
284,0,0.004324129893109064,59.0,0,52.0,36.0,4052.0,1
285,0,0.007049922335702272,114.0,0,69.0,36.0,3560.0,1
286,0,0.002512302041632452,114.0,0,61.0,32.0,2955.0,1
287,0,0.007056623808730859,52.0,0,55.0,35.0,3829.0,1
288,0,0.0016753308827693139,89.0,0,91.0,41.0,4117.0,1
289,0,0.005281074117849717,64.0,0,88.0,50.0,2530.0,1
290,0,0.003791475562927177,103.0,0,60.0,33.0,4531.0,1
291,0,0.0042097756196542825,137.0,0,74.0,47.0,4245.0,1
292,2,0.0029521705901748413,92.0,0,88.0,42.0,4822.0,1
293,0,0.0022970517474769753,118.0,0,66.0,38.0,3317.0,1
294,0,0.004388854000179893,119.0,0,96.0,36.0,4739.0,1
295,0,0.009520234125380866,134.0,0,70.0,50.0,2513.0,1
296,0,0.002310027223531176,72.0,0,99.0,31.0,2603.0,1
297,0,0.007547146733480771,60.0,0,74.0,32.0,4279.0,1
298,0,0.006336966352006998,114.0,0,100.0,41.0,3036.0,1
299,2,0.004224314929587523,110.0,0,76.0,38.0,3376.0,1
300,0,0.008106092353933086,122.0,0,69.0,48.0,3238.0,1
301,0,0.005796591283951591,104.0,0,79.0,45.0,3637.0,1
302,0,0.006195541530818611,82.0,0,93.0,49.0,2624.0,1
303,0,0.009998299583844135,52.0,0,81.0,42.0,4727.0,1
304,0,0.004988599713723476,82.0,0,56.0,36.0,3689.0,1
305,0,0.007210690835857359,108.0,0,83.0,33.0,2529.0,1
306,0,0.0018405057247977822,134.0,0,75.0,40.0,2833.0,1
307,2,0.0076220448020669915,59.0,0,53.0,33.0,4477.0,1
308,0,0.004168083115237049,97.0,0,100.0,43.0,3012.0,1
309,2,0.005939817570252604,62.0,0,70.0,34.0,4991.0,1
310,2,0.004672139464204785,94.0,0,79.0,33.0,2958.0,1
311,0,0.0070619396007588,139.0,0,91.0,49.0,4469.0,1
312,0,0.008108351662305134,121.0,0,88.0,39.0,4493.0,1
313,0,0.007501268413781136,108.0,0,71.0,50.0,4036.0,1
314,2,0.004239186248679068,96.0,0,81.0,45.0,3059.0,1
315,2,0.00848670265878429,127.0,0,58.0,45.0,3088.0,1
316,2,0.004540524746737522,70.0,0,59.0,50.0,3726.0,1
317,0,0.004359026886787033,54.0,0,76.0,36.0,3777.0,1
318,2,0.008775331850936523,130.0,0,96.0,49.0,3524.0,1
319,1,0.004460703054975572,63.0,0,55.0,36.0,4266.0,1
320,2,0.008316341231376749,147.0,0,84.0,38.0,4377.0,0
321,2,0.005725975567899386,81.0,0,76.0,48.0,3678.0,1
322,0,0.004593261955308873,130.0,0,81.0,36.0,3978.0,1
323,0,0.00729103234559022,132.0,0,74.0,44.0,4256.0,1
324,0,0.004276272479341296,126.0,0,70.0,38.0,4979.0,1
325,2,0.0020708816664439006,122.0,0,69.0,33.0,3901.0,1
326,0,0.006299113502899951,130.0,0,94.0,42.0,4932.0,1
327,0,0.004324339804875834,114.0,0,90.0,50.0,3940.0,1
328,0,0.0053397940533625845,142.0,0,62.0,31.0,4444.0,1
329,0,0.004516681928204714,56.0,0,84.0,45.0,3588.0,1
330,1,0.00452792355181066,98.0,0,76.0,37.0,4296.0,1
