Date,EAFE
2008-12-11,42.61
2008-12-12,43.03
2008-12-15,43.14
2008-12-16,45.62
2008-12-17,45.39
2008-12-18,44
2008-12-19,43.36
2008-12-22,43.06
2008-12-23,42.2
2008-12-24,42.76
2008-12-26,42.96
2008-12-29,42.97
2008-12-30,44.26
2008-12-31,44.86
2009-01-02,45.44
2009-01-05,44.71
2009-01-06,45.19
2009-01-07,44.41
2009-01-08,45.07
2009-01-09,43.51
2009-01-12,42.46
2009-01-13,41.68
2009-01-14,39.97
2009-01-15,40.33
2009-01-16,40.57
2009-01-20,37.6
2009-01-21,39.44
2009-01-22,38.52
2009-01-23,38.25
2009-01-26,39
2009-01-27,39.76
2009-01-28,40.93
2009-01-29,39.07
2009-01-30,38.7
2009-02-02,38.32
2009-02-03,39.42
2009-02-04,39.22
2009-02-05,39.78
2009-02-06,40.7
2009-02-09,40.69
2009-02-10,38.67
2009-02-11,39.09
2009-02-12,38.97
2009-02-13,38.55
2009-02-17,36.5
2009-02-18,36.47
2009-02-19,36.42
2009-02-20,35.89
2009-02-23,34.52
2009-02-24,35.96
2009-02-25,34.97
2009-02-26,34.68
2009-02-27,34.68
2009-03-02,32.69
2009-03-03,32.56
2009-03-04,34.01
2009-03-05,32.64
2009-03-06,32.58
2009-03-09,31.7
2009-03-10,33.83
2009-03-11,34.02
2009-03-12,34.79
2009-03-13,35.02
2009-03-16,35.4
2009-03-17,36.33
2009-03-18,37.37
2009-03-19,37.35
2009-03-20,36.83
2009-03-23,39.48
2009-03-24,38.2
2009-03-25,38.83
2009-03-26,39.35
2009-03-27,38.09
2009-03-30,36.64
2009-03-31,37.59
2009-04-01,38.57
2009-04-02,40.31
2009-04-03,40.54
2009-04-06,39.7
2009-04-07,38.87
2009-04-08,39.26
2009-04-09,40.31
2009-04-13,40.71
2009-04-14,40.32
2009-04-15,40.85
2009-04-16,41.11
2009-04-17,40.97
2009-04-20,39.29
2009-04-21,40.19
2009-04-22,39.87
2009-04-23,40.87
2009-04-24,41.5
2009-04-27,41.01
2009-04-28,40.62
2009-04-29,41.66
2009-04-30,41.92
2009-05-01,42.41
2009-05-04,44.17
2009-05-05,43.73
2009-05-06,44.79
2009-05-07,44.04
2009-05-08,45.95
2009-05-11,44.78
2009-05-12,45.26
2009-05-13,43.72
2009-05-14,44.15
2009-05-15,43.75
2009-05-18,45.42
2009-05-19,45.83
2009-05-20,46.13
2009-05-21,45.78
2009-05-22,46.04
2009-05-26,46.96
2009-05-27,46.05
2009-05-28,46.52
2009-05-29,47.45
2009-06-01,48.62
2009-06-02,49.04
2009-06-03,47.58
2009-06-04,47.88
2009-06-05,47.29
2009-06-08,47.19
2009-06-09,47.77
2009-06-10,47.86
2009-06-11,48.68
2009-06-12,48.43
2009-06-15,46.69
2009-06-16,46.15
2009-06-17,46.28
2009-06-18,46.2
2009-06-19,46.93
2009-06-22,45.42
2009-06-23,45.06
2009-06-24,45.1
2009-06-25,46.05
2009-06-26,45.96
2009-06-29,46.35
2009-06-30,45.81
2009-07-01,46.57
2009-07-02,45.23
2009-07-06,45.29
2009-07-07,44.19
2009-07-08,44.01
2009-07-09,44.55
2009-07-10,44.03
2009-07-13,44.8
2009-07-14,45.04
2009-07-15,46.58
2009-07-16,46.99
2009-07-17,46.82
2009-07-20,47.73
2009-07-21,48.03
2009-07-22,48.15
2009-07-23,48.96
2009-07-24,49.26
2009-07-27,49.31
2009-07-28,49.1
2009-07-29,48.7
2009-07-30,49.65
2009-07-31,50.41
2009-08-03,51.58
2009-08-04,51.5
2009-08-05,51.29
2009-08-06,50.97
2009-08-07,50.92
2009-08-10,50.61
2009-08-11,50.32
2009-08-12,50.89
2009-08-13,51.67
2009-08-14,51.23
2009-08-17,49.58
2009-08-18,50.44
2009-08-19,50.87
2009-08-20,51.23
2009-08-21,52.35
2009-08-24,52.34
2009-08-25,52.86
2009-08-26,52.64
2009-08-27,53.04
2009-08-28,53.07
2009-08-31,52.68
2009-09-01,51.37
2009-09-02,51.31
2009-09-03,51.71
2009-09-04,52.5
2009-09-08,53.54
2009-09-09,54.2
2009-09-10,54.68
2009-09-11,54.61
2009-09-14,54.72
2009-09-15,54.73
2009-09-16,55.81
2009-09-17,55.45
2009-09-18,55.6
2009-09-21,55.01
2009-09-22,55.77
2009-09-23,55.29
2009-09-24,54.48
2009-09-25,54.25
2009-09-28,54.99
2009-09-29,54.66
2009-09-30,54.68
2009-10-01,53.25
2009-10-02,52.66
2009-10-05,53.42
2009-10-06,54.32
2009-10-07,54.52
2009-10-08,55.31
2009-10-09,55.17
2009-10-12,55.5
2009-10-13,55.38
2009-10-14,56.71
2009-10-15,56.97
2009-10-16,56.11
2009-10-19,57.01
2009-10-20,56.71
2009-10-21,56.52
2009-10-22,57.07
2009-10-23,56.17
2009-10-26,55.32
2009-10-27,54.88
2009-10-28,53.56
2009-10-29,55.14
2009-10-30,53.3
2009-11-02,53.82
2009-11-03,53.61
2009-11-04,54.15
2009-11-05,54.85
2009-11-06,55.01
2009-11-09,56.55
2009-11-10,56.25
2009-11-11,56.418
2009-11-12,55.6
2009-11-13,56.38
2009-11-16,57.28
2009-11-17,56.9
2009-11-18,56.72
2009-11-19,55.65
2009-11-20,55.34
2009-11-23,56.33
2009-11-24,56.1
2009-11-25,56.85
2009-11-27,55.21
2009-11-30,55.39
2009-12-01,56.91
2009-12-02,57
2009-12-03,56.87
2009-12-04,56.67
2009-12-07,56.36
2009-12-08,55.38
2009-12-09,55.31
2009-12-10,55.48
2009-12-11,55.46
2009-12-14,56
2009-12-15,55.38
2009-12-16,56.03
2009-12-17,54.71
2009-12-18,54.84
2009-12-21,55.001
2009-12-22,54.85
2009-12-23,55.35
2009-12-24,55.57
2009-12-28,55.81
2009-12-29,55.9
2009-12-30,55.67
2009-12-31,55.28
2010-01-04,56.73
2010-01-05,56.78
2010-01-06,57.02
2010-01-07,56.8
2010-01-08,57.25
2010-01-11,57.72
2010-01-12,57.04
2010-01-13,57.52
2010-01-14,57.96
2010-01-15,57.05
2010-01-19,57.61
2010-01-20,56.14
2010-01-21,54.94
2010-01-22,53.87
2010-01-25,54.53
2010-01-26,54.22
2010-01-27,54.16
2010-01-28,53.25
2010-01-29,52.48
2010-02-01,53.44
2010-02-02,54.33
2010-02-03,53.76
2010-02-04,51.57
2010-02-05,51.48
2010-02-08,50.46
2010-02-09,52.05
2010-02-10,51.72
2010-02-11,52.2
2010-02-12,51.75
2010-02-16,52.9
2010-02-17,52.97
2010-02-18,53.27
2010-02-19,52.94
2010-02-22,53.04
2010-02-23,52.29
2010-02-24,52.62
2010-02-25,52.3
2010-02-26,52.62
2010-03-01,53.03
2010-03-02,53.43
2010-03-03,54.07
2010-03-04,53.93
2010-03-05,54.98
2010-03-08,54.98
2010-03-09,54.85
2010-03-10,55.08
2010-03-11,55.29
2010-03-12,55.66
2010-03-15,55.27
2010-03-16,55.97
2010-03-17,56.27
2010-03-18,55.943
2010-03-19,55.37
2010-03-22,55.53
2010-03-23,55.92
2010-03-24,55
2010-03-25,54.97
2010-03-26,55.51
2010-03-29,55.98
2010-03-30,55.98
2010-03-31,55.98
2010-04-01,56.97
2010-04-05,57.03
2010-04-06,56.87
2010-04-07,56.47
2010-04-08,56.41
2010-04-09,57.15
2010-04-12,57.33
2010-04-13,57.28
2010-04-14,58.04
2010-04-15,58
2010-04-16,56.72
2010-04-19,56.57
2010-04-20,56.92
2010-04-21,56.55
2010-04-22,56.04
2010-04-23,56.46
2010-04-26,56.52
2010-04-27,54.25
2010-04-28,54.26
2010-04-29,55.1
2010-04-30,54.41
2010-05-03,54.8
2010-05-04,52.63
2010-05-05,51.62
2010-05-06,49.32
2010-05-07,49.21
2010-05-10,52.4
2010-05-11,51.55
2010-05-12,52.13
2010-05-13,51.45
2010-05-14,49.99
2010-05-17,50.06
2010-05-18,48.98
2010-05-19,49.17
2010-05-20,47.46
2010-05-21,48.62
2010-05-24,47.51
2010-05-25,47.32
2010-05-26,46.62
2010-05-27,49.27
2010-05-28,48.32
2010-06-01,47.84
2010-06-02,49.12
2010-06-03,48.97
2010-06-04,46.88
2010-06-07,46.29
2010-06-08,47.03
2010-06-09,46.86
2010-06-10,48.84
2010-06-11,48.91
2010-06-14,49.22
2010-06-15,50.78
2010-06-16,50.54
2010-06-17,50.7
2010-06-18,50.61
2010-06-21,50.6
2010-06-22,49.96
2010-06-23,49.43
2010-06-24,48.57
2010-06-25,48.85
2010-06-28,48.49
2010-06-29,46.83
2010-06-30,46.51
2010-07-01,47.19
2010-07-02,47.09
2010-07-06,48.03
2010-07-07,49.525
2010-07-08,50.01
2010-07-09,50.06
2010-07-12,49.87
2010-07-13,50.79
2010-07-14,50.97
2010-07-15,51.22
2010-07-16,49.58
2010-07-19,49.9
2010-07-20,50.24
2010-07-21,49.33
2010-07-22,50.99
2010-07-23,51.59
2010-07-26,51.95
2010-07-27,52.1
2010-07-28,51.83
2010-07-29,52.07
2010-07-30,51.91
2010-08-02,53.66
2010-08-03,53.58
2010-08-04,53.63
2010-08-05,53.59
2010-08-06,53.75
2010-08-09,53.81
2010-08-10,53.38
2010-08-11,50.95
2010-08-12,50.89
2010-08-13,50.71
2010-08-16,51.12
2010-08-17,51.69
2010-08-18,51.67
2010-08-19,50.84
2010-08-20,50.31
2010-08-23,50.21
2010-08-24,49.52
2010-08-25,49.57
2010-08-26,49.55
2010-08-27,50.52
2010-08-30,49.79
2010-08-31,49.94
2010-09-01,51.72
2010-09-02,52.01
2010-09-03,52.49
2010-09-07,51.76
2010-09-08,52.16
2010-09-09,52.65
2010-09-10,52.81
2010-09-13,53.77
2010-09-14,54.13
2010-09-15,54.15
2010-09-16,53.89
2010-09-17,53.63
2010-09-20,54.56
2010-09-21,54.55
2010-09-22,54.47
2010-09-23,53.88
2010-09-24,55.38
2010-09-27,55.1
2010-09-28,55.42
2010-09-29,55.33
2010-09-30,54.92
2010-10-01,55.468
2010-10-04,54.67
2010-10-05,56.22
2010-10-06,56.69
2010-10-07,56.5
2010-10-08,56.87
2010-10-11,56.8
2010-10-12,56.68
2010-10-13,57.32
2010-10-14,57.72
2010-10-15,57.53
2010-10-18,57.66
2010-10-19,56.39
2010-10-20,57.45
2010-10-21,57.14
2010-10-22,57.29
2010-10-25,57.51
2010-10-26,57.14
2010-10-27,56.59
2010-10-28,57.03
2010-10-29,57.01
2010-11-01,56.8
2010-11-02,57.74
2010-11-03,58.14
2010-11-04,59.46
2010-11-05,59.2
2010-11-08,58.835
2010-11-09,58.252
2010-11-10,58.42
2010-11-11,57.92
2010-11-12,57.44
2010-11-15,57.4
2010-11-16,56.05
2010-11-17,56.358
2010-11-18,57.77
2010-11-19,57.77
2010-11-22,57.15
2010-11-23,55.43
2010-11-24,56.31
2010-11-26,55.4
2010-11-29,54.88
2010-11-30,54.26
2010-12-01,55.8
2010-12-02,56.86
2010-12-03,57.41
2010-12-06,57.15
2010-12-07,57.18
2010-12-08,57.35
2010-12-09,57.5
2010-12-10,57.63
2010-12-13,58.25
2010-12-14,58.34
2010-12-15,57.57
2010-12-16,57.89
2010-12-17,57.57
2010-12-20,57.7
2010-12-21,57.64
2010-12-22,57.75
2010-12-23,57.72
2010-12-27,57.6
2010-12-28,57.65
2010-12-29,58.15
2010-12-30,57.87
2010-12-31,58.22
2011-01-03,58.7
2011-01-04,58.52
2011-01-05,58.27
2011-01-06,57.6
2011-01-07,57.37
2011-01-10,57.27
2011-01-11,57.66
2011-01-12,58.93
2011-01-13,59.09
2011-01-14,59.45
2011-01-18,59.84
2011-01-19,59.43
2011-01-20,58.92
2011-01-21,59.24
2011-01-24,59.87
2011-01-25,59.75
2011-01-26,60.13
2011-01-27,60.27
2011-01-28,58.93
2011-01-31,59.44
2011-02-01,60.85
2011-02-02,60.8
2011-02-03,60.81
2011-02-04,60.79
2011-02-07,60.98
2011-02-08,61.38
2011-02-09,61.2
2011-02-10,60.8
2011-02-11,60.83
2011-02-14,60.95
2011-02-15,60.77
2011-02-16,61.5
2011-02-17,61.71
2011-02-18,61.922
2011-02-22,60.15
2011-02-23,60.23
2011-02-24,60.28
2011-02-25,61
2011-02-28,61.55
2011-03-01,60.69
2011-03-02,61.01
2011-03-03,61.79
2011-03-04,61.23
2011-03-07,60.64
2011-03-08,60.83
2011-03-09,60.85
2011-03-10,59.34
2011-03-11,59.34
2011-03-14,58.28
2011-03-15,57.06
2011-03-16,55.29
2011-03-17,57.13
2011-03-18,57.919
2011-03-21,59.345
2011-03-22,59.18
2011-03-23,59.25
2011-03-24,60.04
2011-03-25,59.38
2011-03-28,59.35
2011-03-29,59.66
2011-03-30,60.37
2011-03-31,60.08
2011-04-01,60.65
2011-04-04,60.73
2011-04-05,60.58
2011-04-06,61.08
2011-04-07,60.78
2011-04-08,61.28
2011-04-11,61.16
2011-04-12,60.59
2011-04-13,60.77
2011-04-14,61.04
2011-04-15,60.95
2011-04-18,59.7
2011-04-19,60.14
2011-04-20,61.67
2011-04-21,62.07
2011-04-25,62.07
2011-04-26,62.55
2011-04-27,63.33
2011-04-28,63.76
2011-04-29,63.46
2011-05-02,63.87
2011-05-03,63.35
2011-05-04,62.81
2011-05-05,61.57
2011-05-06,61.6
2011-05-09,62.04
2011-05-10,62.63
2011-05-11,61.37
2011-05-12,61.57
2011-05-13,60.61
2011-05-16,60.5
2011-05-17,60.63
2011-05-18,61
2011-05-19,61.35
2011-05-20,60.48
2011-05-23,59.08
2011-05-24,59.42
2011-05-25,59.8
2011-05-26,60.36
2011-05-27,60.8
2011-05-31,62.06
2011-06-01,60.59
2011-06-02,60.9
2011-06-03,60.93
2011-06-06,60.14
2011-06-07,60.69
2011-06-08,59.91
2011-06-09,60.53
2011-06-10,59.13
2011-06-13,59.22
2011-06-14,60.27
2011-06-15,58.29
2011-06-16,58.09
2011-06-17,58.66
2011-06-20,58.59
2011-06-21,59.86
2011-06-22,58.15
2011-06-23,57.65
2011-06-24,57.1
2011-06-27,57.57
2011-06-28,58.26
2011-06-29,59.28
2011-06-30,60.14
2011-07-01,60.8
2011-07-05,60.44
2011-07-06,60.06
2011-07-07,60.58
2011-07-08,59.83
2011-07-11,58.02
2011-07-12,57.63
2011-07-13,58.49
2011-07-14,57.98
2011-07-15,58.18
2011-07-18,57.32
2011-07-19,58.18
2011-07-20,58.87
2011-07-21,60.12
2011-07-22,60.18
2011-07-25,59.8
2011-07-26,60.16
2011-07-27,58.7
2011-07-28,58.56
2011-07-29,58.71
2011-08-01,57.97
2011-08-02,56.44
2011-08-03,56.77
2011-08-04,52.81
2011-08-05,53.745
2011-08-08,49.73
2011-08-09,53.08
2011-08-10,49.91
2011-08-11,52.3
2011-08-12,52.9
2011-08-15,54.13
2011-08-16,53.34
2011-08-17,53.65
2011-08-18,51.04
2011-08-19,50.17
2011-08-22,50.49
2011-08-23,52.13
2011-08-24,52.15
2011-08-25,50.89
2011-08-26,51.69
2011-08-29,52.92
2011-08-30,52.61
2011-08-31,53.57
2011-09-01,52.91
2011-09-02,51.73
2011-09-06,50.029
2011-09-07,51.52
2011-09-08,50.5
2011-09-09,48.75
2011-09-12,48.54
2011-09-13,49.06
2011-09-14,49.8
2011-09-15,50.88
2011-09-16,50.9
2011-09-19,49.5
2011-09-20,49.7
2011-09-21,48.22
2011-09-22,46.66
2011-09-23,47.19
2011-09-26,48.16
2011-09-27,49.35
2011-09-28,48.51
2011-09-29,49.46
2011-09-30,47.78
2011-10-03,46.52
2011-10-04,47.3
2011-10-05,48.03
2011-10-06,49.32
2011-10-07,48.98
2011-10-10,50.85
2011-10-11,50.76
2011-10-12,51.5
2011-10-13,51.52
2011-10-14,52.12
2011-10-17,50.92
2011-10-18,51.65
2011-10-19,50.72
2011-10-20,50.85
2011-10-21,52.08
2011-10-24,52.86
2011-10-25,51.95
2011-10-26,52.66
2011-10-27,55.57
2011-10-28,55.25
2011-10-31,52.38
2011-11-01,50.74
2011-11-02,51.17
2011-11-03,52.46
2011-11-04,51.8
2011-11-07,52.02
2011-11-08,52.65
2011-11-09,49.95
2011-11-10,50.54
2011-11-11,51.8
2011-11-14,50.88
2011-11-15,50.739
2011-11-16,49.77
2011-11-17,49.23
2011-11-18,49.4
2011-11-21,48.15
2011-11-22,48.01
2011-11-23,46.69
2011-11-25,46.45
2011-11-28,48.43
2011-11-29,48.75
2011-11-30,51.24
2011-12-01,50.8
2011-12-02,50.79
2011-12-05,51.37
2011-12-06,51.13
2011-12-07,51.49
2011-12-08,49.8
2011-12-09,51.04
2011-12-12,49.55
2011-12-13,48.88
2011-12-14,48.3
2011-12-15,48.54
2011-12-16,48.335
2011-12-19,47.89
2011-12-20,48.985
2011-12-21,48.73
2011-12-22,49.17
2011-12-23,49.51
2011-12-27,49.285
2011-12-28,48.405
2011-12-29,49.29
2011-12-30,49.53
2012-01-03,50.885
2012-01-04,50.58
2012-01-05,49.83
2012-01-06,49.15
2012-01-09,49.34
2012-01-10,50.09
2012-01-11,49.93
2012-01-12,50.14
2012-01-13,49.6
2012-01-17,50.185
2012-01-18,51.03
2012-01-19,51.66
2012-01-20,51.93
