id,f1,f2,,,,,,id,클러스터1,클러스터2,클러스터3,,최저값,클러스터
109,0.184453715,17.35955694,,,,,,109,225.5272505,1982.942264,38.78296653,,38.78296653,3
110,0.538004305,35.40268381,,,,,,110,9.248792499,701.4441714,139.8232153,,9.248792499,1
111,0.97715171,58.03594627,,,,,,111,658.9402056,14.93242259,1187.55306,,14.93242259,2
112,0.978238385,63.61174066,,,,,,112,976.2759698,3.242724056,1602.811066,,3.242724056,2
113,0.351015144,77.11406039,,,,,,113,2002.409828,233.512737,2865.272526,,233.512737,2
114,0.506357025,4.400591385,,,,,,114,782.18747,3303.840992,368.2698205,,368.2698205,3
115,0.454405836,31.04430935,,,,,,115,1.824379682,951.324352,55.75175472,,1.824379682,1
116,0.326001932,85.58993103,,,,,,116,2832.804432,563.7877244,3844.486695,,563.7877244,2
117,0.978723241,2.681403384,,,,,,117,881.3185471,3503.74314,437.8092282,,437.8092282,3
118,0.749382239,80.02347173,,,,,,118,2271.107364,329.9568526,3185.570779,,329.9568526,2
119,0.976969256,80.83912507,,,,,,119,2349.576687,359.968805,3278.653664,,359.968805,2
120,0.059576932,8.154888466,,,,,,120,586.6874597,2887.442808,238.13413,,238.13413,3
121,0.163312488,9.824259434,,,,,,121,508.5075493,2710.605742,189.4031782,,189.4031782,3
122,0.111722455,23.62495792,,,,,,122,76.80705443,1464.609187,0.001915093,,0.001915093,3
123,0.17323262,20.70351191,,,,,,123,136.3508676,1696.457414,8.318116314,,8.318116314,3
124,0.610684378,24.50770743,,,,,,124,61.78721818,1396.783706,1.11885769,,1.11885769,3
125,0.476824793,68.99001853,,,,,,125,1341.282815,51.59968231,2061.632787,,51.59968231,2
126,0.089575453,66.03295633,,,,,,126,1133.779198,19.14539536,1801.705748,,19.14539536,2
127,0.07378952,50.72663267,,,,,,127,337.4894753,126.0942416,736.5897115,,126.0942416,2
128,0.102162648,59.15257795,,,,,,128,717.8385829,9.193274025,1264.949455,,9.193274025,2
129,0.794612213,47.20323522,,,,,,129,220.1084253,215.5933339,558.247629,,215.5933339,2
130,0.25561552,29.49016136,,,,,,130,8.499776209,1049.99392,34.88090821,,8.499776209,1
131,0.984433723,10.99595887,,,,,,131,456.8025503,2588.582588,159.3188631,,159.3188631,3
132,0.023971429,84.49733977,,,,,,132,2718.030186,513.9194747,3710.140756,,513.9194747,2
133,0.991855216,0.477245379,,,,,,133,1017.048652,3769.520315,534.8470898,,534.8470898,3
134,0.655676015,22.95671449,,,,,,134,88.56488219,1515.019939,0.71550839,,0.71550839,3
135,0.570863407,30.07939723,,,,,,135,5.258869132,1011.530737,42.3886775,,5.258869132,1
136,0.05147123,92.6819277,,,,,,136,3638.304914,951.1877149,4774.186346,,951.1877149,2
137,0.581344238,72.17123519,,,,,,137,1584.371059,106.8166419,2360.721684,,106.8166419,2
138,0.02500247,48.57147581,,,,,,138,263.0659235,178.9149866,624.2557709,,178.9149866,2
139,0.067767948,96.43014542,,,,,,139,4104.476727,1196.156343,5306.204236,,1196.156343,2
140,0.99751128,40.00463611,,,,,,140,58.40179691,478.3804087,270.3786676,,58.40179691,1
141,0.793179924,45.30181686,,,,,,141,167.3051389,274.9935286,472.050236,,167.3051389,1
142,0.40581769,92.36381895,,,,,,142,3599.680173,930.8264568,4730.425387,,930.8264568,2
143,0.854932299,8.48741935,,,,,,143,570.2671653,2850.260067,228.5644822,,228.5644822,3
144,0.656627127,11.32680346,,,,,,144,442.709068,2555.436049,150.618992,,150.618992,3
145,0.807420731,52.36598673,,,,,,145,399.9524155,90.76844396,828.7749913,,90.76844396,2
146,0.187643399,8.360006906,,,,,,146,576.6423042,2865.110186,231.8539779,,231.8539779,3
147,0.804927691,88.08695196,,,,,,147,3104.681261,687.6305472,4160.824314,,687.6305472,2
148,0.574194088,13.79482399,,,,,,148,344.9615326,2312.170425,96.10952052,,96.10952052,3
149,0.503294295,42.93112724,,,,,,149,111.6433539,359.6400627,374.386513,,111.6433539,1
150,0.855691515,22.23572005,,,,,,150,102.6664572,1571.380222,2.409338123,,2.409338123,3
151,0.508609782,69.84430016,,,,,,151,1404.569921,64.43064004,2139.962992,,64.43064004,2
152,0.445784951,95.75637533,,,,,,152,4018.248456,1149.144965,5208.623785,,1149.144965,2
153,0.436199029,26.70480191,,,,,,153,32.14854731,1237.746054,9.84331885,,9.84331885,3
,,,,,,,,,,,,,23481.57522,
